match,inn,bat_team,bowl_team,over,runs,wickets,total,last_4
85,1,MI,KKR,4,38,0,187,38
85,1,MI,KKR,5,45,0,187,41
85,1,MI,KKR,6,61,0,187,45
85,1,MI,KKR,7,72,0,187,46
85,1,MI,KKR,8,86,0,187,48
85,1,MI,KKR,9,103,0,187,58
85,1,MI,KKR,10,111,0,187,50
85,1,MI,KKR,11,118,0,187,46
85,1,MI,KKR,12,123,0,187,37
85,1,MI,KKR,13,131,1,187,28
85,1,MI,KKR,14,147,2,187,36
85,1,MI,KKR,15,151,3,187,33
85,1,MI,KKR,16,155,4,187,32
85,1,MI,KKR,17,162,5,187,31
85,1,MI,KKR,18,169,5,187,22
85,1,MI,KKR,19,177,6,187,26
85,1,MI,KKR,20,187,6,187,32
86,1,DC,RR,1,7,0,143,7
86,1,DC,RR,2,15,0,143,15
86,1,DC,RR,3,25,2,143,25
86,1,DC,RR,4,31,2,143,31
86,1,DC,RR,5,36,2,143,29
86,1,DC,RR,6,42,3,143,27
86,1,DC,RR,7,48,3,143,23
86,1,DC,RR,8,56,4,143,25
86,1,DC,RR,9,61,4,143,25
86,1,DC,RR,10,66,4,143,24
86,1,DC,RR,11,69,4,143,21
86,1,DC,RR,12,82,4,143,26
86,1,DC,RR,13,94,4,143,33
86,1,DC,RR,14,98,4,143,32
86,1,DC,RR,15,101,4,143,32
86,1,DC,RR,16,108,5,143,26
86,1,DC,RR,17,121,5,143,27
86,1,DC,RR,18,133,5,143,35
86,1,DC,RR,19,135,6,143,34
86,1,DC,RR,20,143,7,143,35
87,1,KKR,RCB,1,3,1,139,3
87,1,KKR,RCB,2,13,1,139,13
87,1,KKR,RCB,3,23,1,139,23
87,1,KKR,RCB,4,37,1,139,37
87,1,KKR,RCB,5,44,1,139,41
87,1,KKR,RCB,6,45,2,139,32
87,1,KKR,RCB,7,48,2,139,25
87,1,KKR,RCB,8,53,2,139,16
87,1,KKR,RCB,9,56,3,139,12
87,1,KKR,RCB,10,61,3,139,16
87,1,KKR,RCB,11,66,3,139,18
87,1,KKR,RCB,12,74,4,139,21
87,1,KKR,RCB,13,80,4,139,24
87,1,KKR,RCB,14,89,4,139,28
87,1,KKR,RCB,15,94,4,139,28
87,1,KKR,RCB,16,107,4,139,33
87,1,KKR,RCB,17,113,5,139,33
87,1,KKR,RCB,18,121,6,139,32
87,1,KKR,RCB,19,133,6,139,39
87,1,KKR,RCB,20,139,6,139,32
88,1,KXIP,MI,1,5,0,119,5
88,1,KXIP,MI,2,6,0,119,6
88,1,KXIP,MI,3,10,0,119,10
88,1,KXIP,MI,4,18,1,119,18
88,1,KXIP,MI,5,23,2,119,18
88,1,KXIP,MI,6,26,2,119,20
88,1,KXIP,MI,7,32,2,119,22
88,1,KXIP,MI,8,40,2,119,22
88,1,KXIP,MI,9,42,3,119,19
88,1,KXIP,MI,10,50,3,119,24
88,1,KXIP,MI,11,55,4,119,23
88,1,KXIP,MI,12,60,4,119,20
88,1,KXIP,MI,13,75,4,119,33
88,1,KXIP,MI,14,80,4,119,30
88,1,KXIP,MI,15,86,5,119,31
88,1,KXIP,MI,16,93,5,119,33
88,1,KXIP,MI,17,98,7,119,23
88,1,KXIP,MI,18,102,7,119,22
88,1,KXIP,MI,19,107,7,119,21
88,1,KXIP,MI,20,119,8,119,26
89,1,CSK,RR,1,4,0,164,4
89,1,CSK,RR,2,5,1,164,5
89,1,CSK,RR,3,17,1,164,17
89,1,CSK,RR,4,19,2,164,19
89,1,CSK,RR,5,26,2,164,22
89,1,CSK,RR,6,40,2,164,35
89,1,CSK,RR,7,47,2,164,30
89,1,CSK,RR,8,55,2,164,36
89,1,CSK,RR,9,69,2,164,43
89,1,CSK,RR,10,81,2,164,41
89,1,CSK,RR,11,84,2,164,37
89,1,CSK,RR,12,86,3,164,31
89,1,CSK,RR,13,89,4,164,20
89,1,CSK,RR,14,96,4,164,15
89,1,CSK,RR,15,104,4,164,20
89,1,CSK,RR,16,108,4,164,22
89,1,CSK,RR,17,120,4,164,31
89,1,CSK,RR,18,144,4,164,48
89,1,CSK,RR,19,153,4,164,49
89,1,CSK,RR,20,164,5,164,56
90,1,MI,KKR,1,9,0,148,9
90,1,MI,KKR,2,15,0,148,15
90,1,MI,KKR,3,18,0,148,18
90,1,MI,KKR,4,24,1,148,24
90,1,MI,KKR,5,31,1,148,22
90,1,MI,KKR,6,40,2,148,25
90,1,MI,KKR,7,42,2,148,24
90,1,MI,KKR,8,54,3,148,30
90,1,MI,KKR,9,56,3,148,25
90,1,MI,KKR,10,61,3,148,21
90,1,MI,KKR,11,65,3,148,23
90,1,MI,KKR,12,73,4,148,19
90,1,MI,KKR,13,76,4,148,20
90,1,MI,KKR,14,83,4,148,22
90,1,MI,KKR,15,88,4,148,23
90,1,MI,KKR,16,97,5,148,24
90,1,MI,KKR,17,106,5,148,30
90,1,MI,KKR,18,122,5,148,39
90,1,MI,KKR,19,132,6,148,44
90,1,MI,KKR,20,148,6,148,51
91,1,RCB,KXIP,1,2,1,145,2
91,1,RCB,KXIP,2,8,1,145,8
91,1,RCB,KXIP,3,15,1,145,15
91,1,RCB,KXIP,4,27,1,145,27
91,1,RCB,KXIP,5,27,2,145,25
91,1,RCB,KXIP,6,38,2,145,30
91,1,RCB,KXIP,7,44,3,145,29
91,1,RCB,KXIP,8,52,3,145,25
91,1,RCB,KXIP,9,56,3,145,29
91,1,RCB,KXIP,10,62,3,145,24
91,1,RCB,KXIP,11,72,3,145,28
91,1,RCB,KXIP,12,80,5,145,28
91,1,RCB,KXIP,13,84,5,145,28
91,1,RCB,KXIP,14,88,6,145,26
91,1,RCB,KXIP,15,100,6,145,28
91,1,RCB,KXIP,16,104,6,145,24
91,1,RCB,KXIP,17,112,6,145,28
91,1,RCB,KXIP,18,133,7,145,45
91,1,RCB,KXIP,19,135,8,145,35
91,1,RCB,KXIP,20,145,9,145,41
92,1,CSK,DC,1,10,0,163,10
92,1,CSK,DC,2,16,0,163,16
92,1,CSK,DC,3,19,0,163,19
92,1,CSK,DC,4,28,0,163,28
92,1,CSK,DC,5,36,1,163,26
92,1,CSK,DC,6,53,2,163,37
92,1,CSK,DC,7,58,2,163,39
92,1,CSK,DC,8,60,2,163,32
92,1,CSK,DC,9,64,2,163,28
92,1,CSK,DC,10,77,2,163,24
92,1,CSK,DC,11,91,2,163,33
92,1,CSK,DC,12,106,2,163,46
92,1,CSK,DC,13,113,3,163,49
92,1,CSK,DC,14,122,3,163,45
92,1,CSK,DC,15,130,4,163,39
92,1,CSK,DC,16,138,5,163,32
92,1,CSK,DC,17,144,5,163,31
92,1,CSK,DC,18,148,7,163,26
92,1,CSK,DC,19,153,8,163,23
92,1,CSK,DC,20,163,10,163,25
93,1,KKR,KXIP,1,5,0,153,5
93,1,KKR,KXIP,2,7,0,153,7
93,1,KKR,KXIP,3,9,0,153,9
93,1,KKR,KXIP,4,15,0,153,15
93,1,KKR,KXIP,5,23,1,153,18
93,1,KKR,KXIP,6,28,1,153,21
93,1,KKR,KXIP,7,30,1,153,21
93,1,KKR,KXIP,8,36,1,153,21
93,1,KKR,KXIP,9,43,1,153,20
93,1,KKR,KXIP,10,52,1,153,24
93,1,KKR,KXIP,11,58,2,153,28
93,1,KKR,KXIP,12,71,2,153,35
93,1,KKR,KXIP,13,75,2,153,32
93,1,KKR,KXIP,14,78,2,153,26
93,1,KKR,KXIP,15,92,2,153,34
93,1,KKR,KXIP,16,105,3,153,34
93,1,KKR,KXIP,17,113,3,153,38
93,1,KKR,KXIP,18,122,3,153,44
93,1,KKR,KXIP,19,132,3,153,40
93,1,KKR,KXIP,20,153,3,153,48
94,1,MI,RCB,1,0,0,149,0
94,1,MI,RCB,2,12,0,149,12
94,1,MI,RCB,3,21,0,149,21
94,1,MI,RCB,4,21,2,149,21
94,1,MI,RCB,5,23,2,149,23
94,1,MI,RCB,6,25,3,149,13
94,1,MI,RCB,7,28,3,149,7
94,1,MI,RCB,8,42,3,149,21
94,1,MI,RCB,9,48,3,149,25
94,1,MI,RCB,10,53,3,149,28
94,1,MI,RCB,11,61,3,149,33
94,1,MI,RCB,12,67,3,149,25
94,1,MI,RCB,13,77,3,149,29
94,1,MI,RCB,14,83,3,149,30
94,1,MI,RCB,15,86,4,149,25
94,1,MI,RCB,16,94,4,149,27
94,1,MI,RCB,17,101,4,149,24
94,1,MI,RCB,18,115,4,149,32
94,1,MI,RCB,19,133,4,149,47
94,1,MI,RCB,20,149,4,149,55
95,1,RR,KXIP,1,16,0,211,16
95,1,RR,KXIP,2,21,0,211,21
95,1,RR,KXIP,3,26,0,211,26
95,1,RR,KXIP,4,37,0,211,37
95,1,RR,KXIP,5,44,0,211,28
95,1,RR,KXIP,6,57,0,211,36
95,1,RR,KXIP,7,63,0,211,37
95,1,RR,KXIP,8,72,0,211,35
95,1,RR,KXIP,9,79,0,211,35
95,1,RR,KXIP,10,93,0,211,36
95,1,RR,KXIP,11,102,0,211,39
95,1,RR,KXIP,12,113,0,211,41
95,1,RR,KXIP,13,119,0,211,40
95,1,RR,KXIP,14,128,0,211,35
95,1,RR,KXIP,15,136,1,211,34
95,1,RR,KXIP,16,153,1,211,40
95,1,RR,KXIP,17,164,3,211,45
95,1,RR,KXIP,18,179,3,211,51
95,1,RR,KXIP,19,202,3,211,66
95,1,RR,KXIP,20,211,4,211,58
96,1,KKR,DC,1,3,0,154,3
96,1,KKR,DC,2,12,0,154,12
96,1,KKR,DC,3,33,0,154,33
96,1,KKR,DC,4,42,0,154,42
96,1,KKR,DC,5,48,0,154,45
96,1,KKR,DC,6,54,0,154,42
96,1,KKR,DC,7,58,1,154,25
96,1,KKR,DC,8,61,1,154,19
96,1,KKR,DC,9,65,1,154,17
96,1,KKR,DC,10,69,1,154,15
96,1,KKR,DC,11,71,1,154,13
96,1,KKR,DC,12,83,1,154,22
96,1,KKR,DC,13,98,2,154,33
96,1,KKR,DC,14,98,2,154,29
96,1,KKR,DC,15,103,2,154,32
96,1,KKR,DC,16,111,2,154,28
96,1,KKR,DC,17,128,2,154,30
96,1,KKR,DC,18,139,2,154,41
96,1,KKR,DC,19,147,2,154,44
96,1,KKR,DC,20,154,3,154,43
97,1,RCB,RR,1,3,0,105,3
97,1,RCB,RR,2,10,0,105,10
97,1,RCB,RR,3,13,1,105,13
97,1,RCB,RR,4,16,1,105,16
97,1,RCB,RR,5,23,2,105,20
97,1,RCB,RR,6,29,3,105,19
97,1,RCB,RR,7,38,3,105,25
97,1,RCB,RR,8,40,3,105,24
97,1,RCB,RR,9,44,4,105,21
97,1,RCB,RR,10,49,4,105,20
97,1,RCB,RR,11,53,5,105,15
97,1,RCB,RR,12,60,5,105,20
97,1,RCB,RR,13,63,5,105,19
97,1,RCB,RR,14,72,5,105,23
97,1,RCB,RR,15,76,6,105,23
97,1,RCB,RR,16,82,6,105,22
97,1,RCB,RR,17,92,7,105,29
97,1,RCB,RR,18,93,8,105,21
97,1,RCB,RR,19,102,8,105,26
97,1,RCB,RR,20,105,10,105,23
98,1,CSK,KXIP,1,5,1,185,5
98,1,CSK,KXIP,2,13,1,185,13
98,1,CSK,KXIP,3,29,1,185,29
98,1,CSK,KXIP,4,35,1,185,35
98,1,CSK,KXIP,5,45,1,185,40
98,1,CSK,KXIP,6,57,1,185,44
98,1,CSK,KXIP,7,62,1,185,33
98,1,CSK,KXIP,8,70,1,185,35
98,1,CSK,KXIP,9,76,1,185,31
98,1,CSK,KXIP,10,80,2,185,23
98,1,CSK,KXIP,11,92,2,185,30
98,1,CSK,KXIP,12,100,2,185,30
98,1,CSK,KXIP,13,105,2,185,29
98,1,CSK,KXIP,14,121,2,185,41
98,1,CSK,KXIP,15,145,2,185,53
98,1,CSK,KXIP,16,154,2,185,54
98,1,CSK,KXIP,17,176,3,185,71
98,1,CSK,KXIP,18,185,3,185,64
99,1,MI,DC,1,1,2,116,1
99,1,MI,DC,2,9,2,116,9
99,1,MI,DC,3,11,2,116,11
99,1,MI,DC,4,16,2,116,16
99,1,MI,DC,5,25,2,116,24
99,1,MI,DC,6,30,3,116,21
99,1,MI,DC,7,32,3,116,21
99,1,MI,DC,8,36,4,116,20
99,1,MI,DC,9,39,4,116,14
99,1,MI,DC,10,43,4,116,13
99,1,MI,DC,11,47,4,116,15
99,1,MI,DC,12,51,4,116,15
99,1,MI,DC,13,58,4,116,19
99,1,MI,DC,14,63,4,116,20
99,1,MI,DC,15,74,4,116,27
99,1,MI,DC,16,90,5,116,39
99,1,MI,DC,17,91,6,116,33
99,1,MI,DC,18,105,6,116,42
99,1,MI,DC,19,114,7,116,40
99,1,MI,DC,20,116,10,116,26
100,1,RR,CSK,1,5,1,140,5
100,1,RR,CSK,2,8,1,140,8
100,1,RR,CSK,3,13,1,140,13
100,1,RR,CSK,4,22,1,140,22
100,1,RR,CSK,5,25,1,140,20
100,1,RR,CSK,6,34,1,140,26
100,1,RR,CSK,7,41,1,140,28
100,1,RR,CSK,8,47,1,140,25
100,1,RR,CSK,9,55,2,140,30
100,1,RR,CSK,10,61,2,140,27
100,1,RR,CSK,11,68,2,140,27
100,1,RR,CSK,12,74,2,140,27
100,1,RR,CSK,13,75,3,140,20
100,1,RR,CSK,14,92,3,140,31
100,1,RR,CSK,15,99,4,140,31
100,1,RR,CSK,16,101,5,140,27
100,1,RR,CSK,17,110,6,140,35
100,1,RR,CSK,18,120,7,140,28
100,1,RR,CSK,19,126,7,140,27
100,1,RR,CSK,20,140,7,140,39
101,1,MI,RCB,1,5,0,157,5
101,1,MI,RCB,2,8,1,157,8
101,1,MI,RCB,3,22,1,157,22
101,1,MI,RCB,4,29,1,157,29
101,1,MI,RCB,5,42,1,157,37
101,1,MI,RCB,6,46,1,157,38
101,1,MI,RCB,7,51,1,157,29
101,1,MI,RCB,8,53,2,157,24
101,1,MI,RCB,9,62,2,157,20
101,1,MI,RCB,10,67,2,157,21
101,1,MI,RCB,11,76,2,157,25
101,1,MI,RCB,12,82,2,157,29
101,1,MI,RCB,13,85,2,157,23
101,1,MI,RCB,14,92,2,157,25
101,1,MI,RCB,15,104,2,157,28
101,1,MI,RCB,16,114,2,157,32
101,1,MI,RCB,17,125,2,157,40
101,1,MI,RCB,18,134,2,157,42
101,1,MI,RCB,19,143,2,157,39
101,1,MI,RCB,20,157,2,157,43
102,1,KKR,DC,1,7,2,123,7
102,1,KKR,DC,2,9,3,123,9
102,1,KKR,DC,3,15,3,123,15
102,1,KKR,DC,4,16,3,123,16
102,1,KKR,DC,5,25,3,123,18
102,1,KKR,DC,6,37,3,123,28
102,1,KKR,DC,7,43,3,123,28
102,1,KKR,DC,8,46,5,123,30
102,1,KKR,DC,9,51,5,123,26
102,1,KKR,DC,10,52,5,123,15
102,1,KKR,DC,11,55,5,123,12
102,1,KKR,DC,12,58,6,123,12
102,1,KKR,DC,13,62,6,123,11
102,1,KKR,DC,14,71,6,123,19
102,1,KKR,DC,15,77,6,123,22
102,1,KKR,DC,16,88,6,123,30
102,1,KKR,DC,17,94,7,123,32
102,1,KKR,DC,18,107,7,123,36
102,1,KKR,DC,19,114,7,123,37
102,1,KKR,DC,20,123,8,123,35
103,1,KKR,RCB,1,5,0,173,5
103,1,KKR,RCB,2,13,0,173,13
103,1,KKR,RCB,3,15,1,173,15
103,1,KKR,RCB,4,17,1,173,17
103,1,KKR,RCB,5,27,2,173,22
103,1,KKR,RCB,6,38,2,173,25
103,1,KKR,RCB,7,46,2,173,31
103,1,KKR,RCB,8,47,2,173,30
103,1,KKR,RCB,9,57,2,173,30
103,1,KKR,RCB,10,69,2,173,31
103,1,KKR,RCB,11,76,2,173,30
103,1,KKR,RCB,12,81,2,173,34
103,1,KKR,RCB,13,90,2,173,33
103,1,KKR,RCB,14,97,3,173,28
103,1,KKR,RCB,15,102,3,173,26
103,1,KKR,RCB,16,113,3,173,32
103,1,KKR,RCB,17,133,3,173,43
103,1,KKR,RCB,18,137,4,173,40
103,1,KKR,RCB,19,153,4,173,51
103,1,KKR,RCB,20,173,4,173,60
104,1,KXIP,MI,1,5,0,119,5
104,1,KXIP,MI,2,10,1,119,10
104,1,KXIP,MI,3,22,1,119,22
104,1,KXIP,MI,4,31,2,119,31
104,1,KXIP,MI,5,43,2,119,38
104,1,KXIP,MI,6,51,3,119,41
104,1,KXIP,MI,7,61,3,119,39
104,1,KXIP,MI,8,63,3,119,32
104,1,KXIP,MI,9,67,3,119,24
104,1,KXIP,MI,10,70,4,119,19
104,1,KXIP,MI,11,79,4,119,18
104,1,KXIP,MI,12,80,6,119,17
104,1,KXIP,MI,13,83,6,119,16
104,1,KXIP,MI,14,87,6,119,17
104,1,KXIP,MI,15,92,7,119,13
104,1,KXIP,MI,16,98,7,119,18
104,1,KXIP,MI,17,102,7,119,19
104,1,KXIP,MI,18,113,9,119,26
104,1,KXIP,MI,19,114,9,119,22
104,1,KXIP,MI,20,119,9,119,21
105,1,CSK,RCB,1,4,0,129,4
105,1,CSK,RCB,2,20,0,129,20
105,1,CSK,RCB,3,32,0,129,32
105,1,CSK,RCB,4,32,1,129,32
105,1,CSK,RCB,5,43,1,129,39
105,1,CSK,RCB,6,52,2,129,32
105,1,CSK,RCB,7,54,2,129,22
105,1,CSK,RCB,8,59,2,129,27
105,1,CSK,RCB,9,67,2,129,24
105,1,CSK,RCB,10,72,2,129,20
105,1,CSK,RCB,11,84,2,129,30
105,1,CSK,RCB,12,93,2,129,34
105,1,CSK,RCB,13,101,3,129,34
105,1,CSK,RCB,14,102,4,129,30
105,1,CSK,RCB,15,105,4,129,21
105,1,CSK,RCB,16,107,4,129,14
105,1,CSK,RCB,17,112,5,129,11
105,1,CSK,RCB,18,118,6,129,16
105,1,CSK,RCB,19,123,8,129,18
105,1,CSK,RCB,20,129,10,129,22
106,1,RR,MI,1,7,0,145,7
106,1,RR,MI,2,14,0,145,14
106,1,RR,MI,3,20,0,145,20
106,1,RR,MI,4,27,0,145,27
106,1,RR,MI,5,39,0,145,32
106,1,RR,MI,6,42,0,145,28
106,1,RR,MI,7,45,1,145,25
106,1,RR,MI,8,55,1,145,28
106,1,RR,MI,9,62,1,145,23
106,1,RR,MI,10,66,2,145,24
106,1,RR,MI,11,73,2,145,28
106,1,RR,MI,12,84,2,145,29
106,1,RR,MI,13,93,2,145,31
106,1,RR,MI,14,112,2,145,46
106,1,RR,MI,15,123,2,145,50
106,1,RR,MI,16,126,3,145,42
106,1,RR,MI,17,130,3,145,37
106,1,RR,MI,18,138,3,145,26
106,1,RR,MI,19,142,4,145,19
106,1,RR,MI,20,145,7,145,19
107,1,DC,KXIP,1,7,0,120,7
107,1,DC,KXIP,2,13,0,120,13
107,1,DC,KXIP,3,19,1,120,19
107,1,DC,KXIP,4,22,2,120,22
107,1,DC,KXIP,5,27,2,120,20
107,1,DC,KXIP,6,38,2,120,25
107,1,DC,KXIP,7,45,2,120,26
107,1,DC,KXIP,8,48,3,120,26
107,1,DC,KXIP,9,51,3,120,24
107,1,DC,KXIP,10,52,4,120,14
107,1,DC,KXIP,11,62,4,120,17
107,1,DC,KXIP,12,67,4,120,19
107,1,DC,KXIP,13,71,4,120,20
107,1,DC,KXIP,14,85,4,120,33
107,1,DC,KXIP,15,97,4,120,35
107,1,DC,KXIP,16,104,5,120,37
107,1,DC,KXIP,17,104,6,120,33
107,1,DC,KXIP,18,111,7,120,26
107,1,DC,KXIP,19,114,8,120,17
107,1,DC,KXIP,20,120,9,120,16
108,1,MI,CSK,1,1,0,147,1
108,1,MI,CSK,2,7,0,147,7
108,1,MI,CSK,3,8,1,147,8
108,1,MI,CSK,4,16,1,147,16
108,1,MI,CSK,5,34,1,147,33
108,1,MI,CSK,6,49,2,147,42
108,1,MI,CSK,7,51,2,147,43
108,1,MI,CSK,8,55,2,147,39
108,1,MI,CSK,9,65,2,147,31
108,1,MI,CSK,10,70,2,147,21
108,1,MI,CSK,11,75,3,147,24
108,1,MI,CSK,12,79,3,147,24
108,1,MI,CSK,13,84,3,147,19
108,1,MI,CSK,14,87,3,147,17
108,1,MI,CSK,15,96,3,147,21
108,1,MI,CSK,16,105,3,147,26
108,1,MI,CSK,17,117,3,147,33
108,1,MI,CSK,18,131,3,147,44
108,1,MI,CSK,19,136,3,147,40
108,1,MI,CSK,20,147,5,147,42
109,1,DC,RR,1,4,0,150,4
109,1,DC,RR,2,12,0,150,12
109,1,DC,RR,3,15,2,150,15
109,1,DC,RR,4,19,2,150,19
109,1,DC,RR,5,26,2,150,22
109,1,DC,RR,6,35,2,150,23
109,1,DC,RR,7,38,2,150,23
109,1,DC,RR,8,46,2,150,27
109,1,DC,RR,9,55,2,150,29
109,1,DC,RR,10,60,2,150,25
109,1,DC,RR,11,66,2,150,28
109,1,DC,RR,12,71,2,150,25
109,1,DC,RR,13,78,2,150,23
109,1,DC,RR,14,89,2,150,29
109,1,DC,RR,15,95,2,150,29
109,1,DC,RR,16,99,2,150,28
109,1,DC,RR,17,104,3,150,26
109,1,DC,RR,18,115,3,150,26
109,1,DC,RR,19,140,3,150,45
109,1,DC,RR,20,150,3,150,51
110,1,CSK,KKR,1,5,0,188,5
110,1,CSK,KKR,2,17,0,188,17
110,1,CSK,KKR,3,27,0,188,27
110,1,CSK,KKR,4,35,0,188,35
110,1,CSK,KKR,5,42,0,188,37
110,1,CSK,KKR,6,54,0,188,37
110,1,CSK,KKR,7,67,1,188,40
110,1,CSK,KKR,8,74,1,188,39
110,1,CSK,KKR,9,78,1,188,36
110,1,CSK,KKR,10,83,2,188,29
110,1,CSK,KKR,11,90,2,188,23
110,1,CSK,KKR,12,98,2,188,24
110,1,CSK,KKR,13,111,2,188,33
110,1,CSK,KKR,14,121,2,188,38
110,1,CSK,KKR,15,123,2,188,33
110,1,CSK,KKR,16,140,2,188,42
110,1,CSK,KKR,17,152,3,188,41
110,1,CSK,KKR,18,162,3,188,41
110,1,CSK,KKR,19,169,3,188,46
110,1,CSK,KKR,20,188,3,188,48
111,1,DC,RCB,1,1,2,134,1
111,1,DC,RCB,2,2,2,134,2
111,1,DC,RCB,3,14,2,134,14
111,1,DC,RCB,4,16,2,134,16
111,1,DC,RCB,5,28,2,134,27
111,1,DC,RCB,6,37,3,134,35
111,1,DC,RCB,7,45,3,134,31
111,1,DC,RCB,8,50,3,134,34
111,1,DC,RCB,9,58,3,134,30
111,1,DC,RCB,10,63,3,134,26
111,1,DC,RCB,11,68,4,134,23
111,1,DC,RCB,12,73,5,134,23
111,1,DC,RCB,13,77,5,134,19
111,1,DC,RCB,14,81,5,134,18
111,1,DC,RCB,15,89,5,134,21
111,1,DC,RCB,16,100,5,134,27
111,1,DC,RCB,17,110,6,134,33
111,1,DC,RCB,18,115,7,134,34
111,1,DC,RCB,19,122,7,134,33
111,1,DC,RCB,20,134,7,134,34
112,1,RR,KKR,1,22,0,101,22
112,1,RR,KKR,2,26,1,101,26
112,1,RR,KKR,3,28,2,101,28
112,1,RR,KKR,4,32,3,101,32
112,1,RR,KKR,5,38,3,101,16
112,1,RR,KKR,6,46,4,101,20
112,1,RR,KKR,7,47,4,101,19
112,1,RR,KKR,8,52,4,101,20
112,1,RR,KKR,9,58,4,101,20
112,1,RR,KKR,10,61,5,101,15
112,1,RR,KKR,11,62,6,101,15
112,1,RR,KKR,12,63,7,101,11
112,1,RR,KKR,13,69,7,101,11
112,1,RR,KKR,14,72,7,101,11
112,1,RR,KKR,15,79,7,101,17
112,1,RR,KKR,16,84,7,101,21
112,1,RR,KKR,17,91,7,101,22
112,1,RR,KKR,18,95,8,101,23
112,1,RR,KKR,19,99,8,101,20
112,1,RR,KKR,20,101,9,101,17
113,1,CSK,KXIP,1,6,0,116,6
113,1,CSK,KXIP,2,17,0,116,17
113,1,CSK,KXIP,3,24,0,116,24
113,1,CSK,KXIP,4,35,0,116,35
113,1,CSK,KXIP,5,44,1,116,38
113,1,CSK,KXIP,6,50,1,116,33
113,1,CSK,KXIP,7,54,2,116,30
113,1,CSK,KXIP,8,61,2,116,26
113,1,CSK,KXIP,9,65,2,116,21
113,1,CSK,KXIP,10,70,4,116,20
113,1,CSK,KXIP,11,74,4,116,20
113,1,CSK,KXIP,12,79,4,116,18
113,1,CSK,KXIP,13,85,4,116,20
113,1,CSK,KXIP,14,89,5,116,19
113,1,CSK,KXIP,15,96,6,116,22
113,1,CSK,KXIP,16,100,6,116,21
113,1,CSK,KXIP,17,102,6,116,17
113,1,CSK,KXIP,18,109,8,116,20
113,1,CSK,KXIP,19,110,8,116,14
113,1,CSK,KXIP,20,116,9,116,16
114,1,MI,DC,1,5,1,165,5
114,1,MI,DC,2,13,1,165,13
114,1,MI,DC,3,23,2,165,23
114,1,MI,DC,4,27,2,165,27
114,1,MI,DC,5,28,3,165,23
114,1,MI,DC,6,30,3,165,17
114,1,MI,DC,7,43,3,165,20
114,1,MI,DC,8,53,3,165,26
114,1,MI,DC,9,66,3,165,38
114,1,MI,DC,10,72,3,165,42
114,1,MI,DC,11,75,3,165,32
114,1,MI,DC,12,90,3,165,37
114,1,MI,DC,13,101,3,165,35
114,1,MI,DC,14,105,4,165,33
114,1,MI,DC,15,109,5,165,34
114,1,MI,DC,16,119,5,165,29
114,1,MI,DC,17,132,5,165,31
114,1,MI,DC,18,144,5,165,39
114,1,MI,DC,19,155,6,165,46
114,1,MI,DC,20,165,8,165,46
115,1,CSK,RCB,1,2,0,146,2
115,1,CSK,RCB,2,15,0,146,15
115,1,CSK,RCB,3,26,0,146,26
115,1,CSK,RCB,4,35,0,146,35
115,1,CSK,RCB,5,46,0,146,44
115,1,CSK,RCB,6,52,0,146,37
115,1,CSK,RCB,7,61,1,146,35
115,1,CSK,RCB,8,68,1,146,33
115,1,CSK,RCB,9,70,2,146,24
115,1,CSK,RCB,10,74,2,146,22
115,1,CSK,RCB,11,77,2,146,16
115,1,CSK,RCB,12,84,2,146,16
115,1,CSK,RCB,13,96,2,146,26
115,1,CSK,RCB,14,104,2,146,30
115,1,CSK,RCB,15,107,3,146,30
115,1,CSK,RCB,16,114,3,146,30
115,1,CSK,RCB,17,124,3,146,28
115,1,CSK,RCB,18,130,4,146,26
115,1,CSK,RCB,19,140,4,146,33
115,1,CSK,RCB,20,146,5,146,32
116,1,MI,RR,1,13,0,212,13
116,1,MI,RR,2,26,0,212,26
116,1,MI,RR,3,36,0,212,36
116,1,MI,RR,4,41,1,212,41
116,1,MI,RR,5,52,1,212,39
116,1,MI,RR,6,69,1,212,43
116,1,MI,RR,7,75,3,212,39
116,1,MI,RR,8,84,3,212,43
116,1,MI,RR,9,89,3,212,37
116,1,MI,RR,10,101,3,212,32
116,1,MI,RR,11,111,3,212,36
116,1,MI,RR,12,121,3,212,37
116,1,MI,RR,13,129,3,212,40
116,1,MI,RR,14,140,3,212,39
116,1,MI,RR,15,159,3,212,48
116,1,MI,RR,16,170,3,212,49
116,1,MI,RR,17,180,4,212,51
116,1,MI,RR,18,191,5,212,51
116,1,MI,RR,19,200,6,212,41
116,1,MI,RR,20,212,7,212,42
117,1,KXIP,DC,1,3,0,142,3
117,1,KXIP,DC,2,12,1,142,12
117,1,KXIP,DC,3,15,1,142,15
117,1,KXIP,DC,4,33,1,142,33
117,1,KXIP,DC,5,39,1,142,36
117,1,KXIP,DC,6,44,3,142,32
117,1,KXIP,DC,7,49,4,142,34
117,1,KXIP,DC,8,55,4,142,22
117,1,KXIP,DC,9,66,4,142,27
117,1,KXIP,DC,10,76,4,142,32
117,1,KXIP,DC,11,87,4,142,38
117,1,KXIP,DC,12,91,4,142,36
117,1,KXIP,DC,13,103,4,142,37
117,1,KXIP,DC,14,110,5,142,34
117,1,KXIP,DC,15,113,6,142,26
117,1,KXIP,DC,16,114,7,142,23
117,1,KXIP,DC,17,121,8,142,18
117,1,KXIP,DC,18,126,8,142,16
117,1,KXIP,DC,19,132,9,142,19
